Gene name,Tropical clawed frog gene name,Tropical clawed frog homology type
c1galt1a,,ortholog_one2many
c1galt1a,XB5871033 [provisional:c1galt1],ortholog_one2many
pptc7a,pptc7,ortholog_one2many
uri1,uri1,ortholog_one2one
tubgcp3,tubgcp3,ortholog_one2one
kcnh2a,kcnh6,ortholog_one2many
unc5da,unc5d,ortholog_one2many
ifih1,ifih1,ortholog_one2one
tbr1a,tbr1,ortholog_one2many
arhgap4b,arhgap4,ortholog_one2many
gtpbp2b,gtpbp2,ortholog_one2one
fybb,fyb1,ortholog_one2many
arl6,arl6,ortholog_one2one
kcnj1a.1,kcnj1,ortholog_one2many
gfod2,gfod2,ortholog_one2one
srsf6a,srsf6,ortholog_one2many
cept1b,cept1,ortholog_one2many
foxp4,foxp4,ortholog_one2one
si:dkey-161j23.5,katnip,ortholog_one2many
b4galnt1a,b4galnt1,ortholog_one2many
figla,figla,ortholog_one2one
adma,adm,ortholog_one2many
si:ch211-215e19.6,,ortholog_many2many
si:ch211-215e19.6,pigr,ortholog_many2many
si:ch211-151p13.8,c20orf27,ortholog_one2many
ptch2,ptch2,ortholog_one2one
cbsb,cbs,ortholog_one2many
znf839,znf839,ortholog_one2one
C22H1orf53,C1orf53,ortholog_one2one
anxa3a,anxa3,ortholog_one2many
cdc20,cdc20,ortholog_one2one
kitlgb,kitlg,ortholog_one2many
trmt6,trmt6,ortholog_one2one
osgin2,osgin2,ortholog_one2one
sgip1b,sgip1,ortholog_one2many
pla2g7,pla2g7,ortholog_one2one
sall3a,sall3,ortholog_one2one
baiap2l2a,baiap2l2,ortholog_one2many
dao.1,dao,ortholog_one2many
nog1,nog,ortholog_one2many
csrp2,csrp2,ortholog_one2one
gcgb,gcg,ortholog_one2many
MYO9B,myo9b,ortholog_one2one
mtfr1,mtfr1,ortholog_one2one
si:ch211-232m10.6,gsg1l,ortholog_one2many
gatad2ab,gatad2a,ortholog_one2one
sept12,septin12,ortholog_one2one
timm17a,timm17a,ortholog_one2one
mns1,mns1,ortholog_one2one
galns,galns,ortholog_one2one
adam23a,adam23,ortholog_one2many
acad9,acad9,ortholog_one2one
adpgk,adpgkl,ortholog_one2one
nrp1a,nrp1,ortholog_one2one
scaper,scaper,ortholog_one2one
upp1,upp1,ortholog_one2one
bend3,pdss2,ortholog_one2one
oxnad1,oxnad1,ortholog_one2one
si:dkey-161j23.6,katnip,ortholog_one2many
cep78,cep78,ortholog_one2one
chrna4a,chrna4,ortholog_one2many
cela1.4,cela1.2,ortholog_one2many
znrd2,znrd2,ortholog_one2one
acbd5a,acbd5,ortholog_one2many
ckma,ckm,ortholog_one2many
papss1,papss1,ortholog_one2one
csf2rb,,ortholog_one2many
shisa7a,shisa7,ortholog_one2many
acsl4b,acsl4,ortholog_one2many
tmem18,tmem18,ortholog_one2one
cd8b,XB989856 [provisional],ortholog_one2one
si:ch211-194b1.1,wiz,ortholog_one2many
aip,aip,ortholog_one2one
specc1lb,specc1l,ortholog_one2many
prpsap2,prpsap2,ortholog_one2one
hprt1l,prtfdc1,ortholog_many2many
si:dkey-217d24.6,wiz,ortholog_one2many
gstk2,gstk1,ortholog_one2many
stip1,stip1,ortholog_one2one
anpepb,anpep,ortholog_one2many
ctdspl2a,ctdspl2,ortholog_one2many
apoeb,apoe,ortholog_one2many
sf3b6,sf3b6,ortholog_one2one
dtna,dtna,ortholog_one2one
klf3,klf3,ortholog_one2one
aqp3b,aqp3,ortholog_one2many
cpeb1a,cpeb1,ortholog_one2many
gip,gip,ortholog_one2one
uggt2,uggt2,ortholog_one2one
si:ch211-215e19.4,,ortholog_many2many
si:ch211-215e19.4,pigr,ortholog_many2many
si:dkey-161j23.7,katnip,ortholog_one2many
chst12b,chst12,ortholog_one2many
rapgef4,rapgef4,ortholog_one2many
dmrt1,dmrt1,ortholog_one2one
nrf1,nrf1,ortholog_one2one
ace2,ace2,ortholog_one2one
zgc:113423,bend2,ortholog_one2one
tdrd6,tdrd6,ortholog_one2many
adcyap1b,adcyap1,ortholog_one2one
si:ch211-188p14.5,msln,ortholog_many2many
si:ch211-188p14.5,,ortholog_many2many
ZBTB26,zbtb26,ortholog_one2one
cox6b1,cox6b1,ortholog_one2one
raver2,raver2,ortholog_one2one
cwc15,cwc15,ortholog_one2one
abcc4,abcc4,ortholog_one2one
clocka,clock,ortholog_one2many
si:ch211-188p14.4,msln,ortholog_many2many
si:ch211-188p14.4,,ortholog_many2many
nek6,ereg,ortholog_one2one
mtrf1l,mtrf1l,ortholog_one2one
si:dkey-152b24.6,,ortholog_one2many
si:ch211-208k15.1,tsnare1,ortholog_one2one
dgat1b,dgat1,ortholog_one2many
si:dkeyp-106c3.2,,ortholog_many2many
gnb3a,gnb3,ortholog_one2many
slc35f2l,slc35f2,ortholog_one2many
pvalb6,pvalb,ortholog_one2many
c3b.2,,ortholog_many2many
c3b.2,c3p1,ortholog_many2many
c3b.2,c3,ortholog_many2many
sirt2,sirt2,ortholog_one2one
mcmbp,mcmbp,ortholog_one2one
hdhd3,HDHD3,ortholog_one2one
mxra7,mxra7,ortholog_one2one
nbn,nbn,ortholog_one2one
pdia6,pdia6,ortholog_one2one
cpa5,cpa1,ortholog_one2many
dclk2a,dclk2,ortholog_one2many
tbx6,tbx6,ortholog_one2one
ucp1,ucp1,ortholog_one2one
zfyve27,zfyve27,ortholog_one2one
mcm8,mcm8,ortholog_one2one
fermt3a,fermt3,ortholog_one2many
arfrp1,arfrp1,ortholog_one2one
clul1,clul1,ortholog_one2one
rad54b,rad54b,ortholog_one2one
ANPEP,anpep,ortholog_one2many
st8sia1,st8sia1,ortholog_one2one
znf148,znf148,ortholog_one2one
ppp1caa,ppp1ca,ortholog_one2many
si:dkey-239n17.6,npr1,ortholog_one2one
lpcat2,lpcat2,ortholog_one2one
si:zfos-169g10.2,,ortholog_many2many
si:zfos-169g10.2,sstr5,ortholog_many2many
gramd1ba,gramd1b,ortholog_one2many
nme6,nme6,ortholog_one2one
npr1b,npr2,ortholog_one2many
arl8ba,arl8b,ortholog_one2many
dyrk1b,dyrk1a.2,ortholog_one2one
lcat,lcat,ortholog_one2one
tafa4b,tafa3,ortholog_one2many
si:ch73-281k2.5,notch2,ortholog_one2many
si:ch73-281k2.5,notch4,ortholog_one2many
apobb.1,,ortholog_many2many
inpp5f,inpp5f,ortholog_one2one
cd8a,CD8A,ortholog_one2one
ppid,ppid,ortholog_one2one
fam234a,fam234a,ortholog_one2one
cped1,cped1,ortholog_one2one
kif23,kif23,ortholog_one2one
psap,psap,ortholog_one2one
pcyt2,pcyt2,ortholog_one2one
clul1,yes1,ortholog_one2one
ece2a,EEF1AKMT4,ortholog_one2one
kmt5c,kmt5c,ortholog_one2one
sumo2b,sumo2,ortholog_one2one
si:dkey-178e17.3,,ortholog_one2one
kcnk4a,kcnk4,ortholog_one2one
kl,kl,ortholog_one2one
mnta,mnt,ortholog_one2many
cela1.5,cela1.2,ortholog_one2many
sbf2,sbf2,ortholog_one2one
znf143b,znf143,ortholog_one2many
rfc3,rfc3,ortholog_one2one
scly,scly,ortholog_one2one
apex2,apex2,ortholog_one2one
vps29,vps29,ortholog_one2one
vps26c,vps26c,ortholog_one2one
nek4,nek4,ortholog_one2one
fermt1,pik3r5,ortholog_one2one
barhl2,barhl2,ortholog_one2one
ints6,ints6,ortholog_one2one
pcnt,pcnt,ortholog_one2one
gpn3,gpn3,ortholog_one2one
si:ch211-285f17.1,kiaa1217,ortholog_one2many
neo1b,neo1,ortholog_one2many
gtpbp10,gtpbp10,ortholog_one2one
hpcal1,hpcal1,ortholog_one2one
tmem179aa,tmem179,ortholog_one2many
dnase1l4.1,,ortholog_one2many
pstpip1b,pstpip1,ortholog_one2many
elac2,elac2,ortholog_one2one
sinhcafl,,ortholog_many2many
ccdc135,drc7,ortholog_one2one
si:dkey-40h20.1,,ortholog_many2many
yars1,yars1,ortholog_one2one
maptb,mapt,ortholog_one2many
zgc:154058,bc014685,ortholog_one2many
ism1,ncoa1,ortholog_one2one
slc22a16,slc22a16,ortholog_one2one
ghra,il11ra,ortholog_many2many
ghra,il6r,ortholog_many2many
ghra,,ortholog_many2many
ghra,ghr,ortholog_many2many
ghra,il13ra1,ortholog_many2many
zmat2,zmat2,ortholog_one2one
alg13,alg13,ortholog_one2one
mmrn2a,mmrn2,ortholog_one2many
si:dkey-8l13.5,,ortholog_one2one
si:ch211-276i12.11,,ortholog_one2many
arpc3,arpc3,ortholog_one2one
rca2.2,arc2,ortholog_one2many
sema4ba,sema4b,ortholog_one2many
akip1,,ortholog_one2one
spcs1,spcs1,ortholog_one2one
dot1l,dot1l,ortholog_one2one
gas1b,gas1,ortholog_one2many
cdk2ap2,cdk2ap2,ortholog_one2one
sae1,sae1,ortholog_one2one
slbp2,XB5920187 [provisional],ortholog_one2one
ube2s,ube2s,ortholog_one2one
si:dkey-27o4.1,fam83g,ortholog_one2many
primpol,primpol,ortholog_one2one
gcga,gcg,ortholog_one2many
mettl16,mettl16,ortholog_one2one
bscl2,bscl2,ortholog_one2many
synj2bp,synj2bp,ortholog_one2one
nfat5a,nfat5,ortholog_one2many
dennd1b,dennd1b,ortholog_one2one
bmpr1aa,bmpr1a,ortholog_one2many
ctnnd2a,ctnnd2,ortholog_one2many
grapa,grap,ortholog_one2many
angpt1,angpt1,ortholog_one2one
bpnt1,bpnt1,ortholog_one2one
zgc:92040,prodh2,ortholog_one2one
nphp3,nphp3,ortholog_one2one
CDPF1,cdpf1,ortholog_one2one
ca4b,ca4.2,ortholog_many2many
kcnj5,kcnj5,ortholog_one2one
nitr6a,,ortholog_one2many
plk4,plk4,ortholog_one2one
ctdspl2b,ctdspl2,ortholog_one2many
ercc6,ercc6,ortholog_one2one
pde7a,pde7a,ortholog_one2one
etfdh,etfdh,ortholog_one2one
brat1,brat1,ortholog_one2one
smc5,smc5,ortholog_one2one
stat3,stat3.2,ortholog_one2one
stmn3,stmn3,ortholog_one2one
trub2,trub2,ortholog_one2one
srd5a1,srd5a1,ortholog_one2one
pcid2,pcid2,ortholog_one2one
smc1al,smc1a,ortholog_one2many
asb4,asb4,ortholog_one2one
iscub,iscu,ortholog_one2many
them4,THEM4,ortholog_one2one
si:dkeyp-106c3.1,XB6038542 [provisional],ortholog_one2one
ptprk,ptprk,ortholog_one2many
nup205,nup205,ortholog_one2one
srek1ip1,srek1ip1,ortholog_one2one
baalcb,baalc,ortholog_one2many
ercc6l2,ercc6l2,ortholog_one2one
bmp2b,bmp2,ortholog_one2many
actn3b,actn3,ortholog_one2many
ssh2a,ssh2,ortholog_one2many
tet3,tet3,ortholog_one2one
cwc27,cwc27,ortholog_one2one
eef2l2,eef2.2,ortholog_one2one
si:dkey-231j24.3,amer3,ortholog_one2one
fbxo4,fbxo4,ortholog_one2one
tmem176l.3a,ms4a1,ortholog_one2many
cnbpb,cnbp,ortholog_one2many
dao.3,dao,ortholog_one2many
lgals9l6,lgals9b,ortholog_many2many
lgals9l6,lgals9c,ortholog_many2many
lgals9l6,lgals9,ortholog_many2many
lgals9l6,,ortholog_many2many
papola,papola,ortholog_one2one
htra1b,htra1,ortholog_one2many
uba5,uba5,ortholog_one2one
opcml,ntm,ortholog_one2one
pcdh19,pcdh19,ortholog_one2one
uspl1,uspl1,ortholog_one2one
jarid2a,jarid2,ortholog_one2many
nipa1,nipa1,ortholog_one2one
kcna1a,kcna1,ortholog_one2many
cacna1ba,CACNA1B,ortholog_one2many
axdnd1,axdnd1,ortholog_one2one
eogt,eogt,ortholog_one2one
lgals9l5,lgals9b,ortholog_many2many
lgals9l5,lgals9c,ortholog_many2many
lgals9l5,lgals9,ortholog_many2many
lgals9l5,,ortholog_many2many
cnot4a,cnot4,ortholog_one2many
tdp1,tdp1,ortholog_one2one
tmem167a,tmem167a,ortholog_one2one
tcf12,tcf12,ortholog_one2one
cnot7,cnot7,ortholog_one2one
si:ch211-137i24.12,,ortholog_one2many
fbxw2,fbxw2,ortholog_one2one
sobpa,sobp,ortholog_one2many
med27,med27,ortholog_one2one
helz2,helz2,ortholog_one2many
plod3,plod3,ortholog_one2one
ino80e,ino80e,ortholog_one2one
creg2,creg2,ortholog_one2one
trmt44,trmt44,ortholog_one2one
cnksr1,cnksr1,ortholog_one2one
zgc:136858,,ortholog_one2one
zgc:194578,epn1,ortholog_one2many
rad9b,rad9b,ortholog_one2one
adarb1b,adarb1,ortholog_one2many
setmar,setmar,ortholog_one2one
lcp2a,lcp2,ortholog_one2many
tmem237b,tmem237,ortholog_one2many
pigrl3.5,,ortholog_many2many
pigrl3.5,pigr,ortholog_many2many
paplna,papln,ortholog_one2many
abhd17b,abhd17b,ortholog_one2one
slc66a3,slc66a3,ortholog_one2one
stk38b,stk38,ortholog_one2many
nup85,nup85,ortholog_one2many
cyth4b,cyth4,ortholog_many2many
si:ch1073-174d20.1,dbndd1,ortholog_one2one
gcat,gcat,ortholog_one2one
vsx2,vsx2,ortholog_one2one
hmgn2,hmgn2,ortholog_one2one
nav3,nav3,ortholog_one2one
gra,eif4ebp2,ortholog_one2many
nitr6b,,ortholog_one2many
arhgef7a,arhgef7,ortholog_one2many
necap1,necap1,ortholog_one2one
coch,coch,ortholog_one2one
med13b,med13,ortholog_one2many
shank3a,shank3,ortholog_one2many
si:ch211-215e19.3,,ortholog_many2many
si:ch211-215e19.3,pigr,ortholog_many2many
epn2,epn2,ortholog_one2one
sptlc3,sptlc3,ortholog_one2one
krt1-c5,krt18.2,ortholog_one2many
chrna2b,chrna2,ortholog_one2many
rab11fip3,rab11fip3,ortholog_one2one
timm10b,timm10b,ortholog_one2one
polr1e,polr1e,ortholog_one2one
si:ch211-215e19.8,,ortholog_many2many
si:ch211-215e19.8,pigr,ortholog_many2many
rsph4a,rsph6a,ortholog_one2one
smpdl3b,,ortholog_one2many
smpdl3b,smpdl3b,ortholog_one2many
bicra,bicra,ortholog_one2one
lrit3b,,ortholog_one2many
ccs,ccs,ortholog_one2many
mc1r,mc1r,ortholog_one2one
lgals3a,,ortholog_one2one
nudt13,nudt13,ortholog_one2one
rpl10,rpl10,ortholog_one2one
b4galnt3a,b4galnt3,ortholog_one2many
ndst1a,ndst1,ortholog_one2many
tbc1d14,tbc1d14,ortholog_one2one
gng3,gng3,ortholog_one2one
pygo2,,ortholog_one2one
znf407,znf407,ortholog_one2one
ehd2b,ehd2,ortholog_one2many
rab44,rab44,ortholog_one2one
MDFI,mdfi,ortholog_one2one
kif26aa,kif26a,ortholog_one2many
otogl,OTOGL,ortholog_one2one
si:dkey-242e21.3,,ortholog_one2many
si:dkey-242e21.3,cd163,ortholog_one2many
tes,tes,ortholog_one2one
rspry1,rspry1,ortholog_one2one
unc5db,unc5d,ortholog_one2many
bend5,agbl4,ortholog_one2one
rbm14b,rbm14,ortholog_one2many
cyb5r3,cyb5r3,ortholog_one2one
dacha,dach2,ortholog_one2many
crb1,crb1,ortholog_one2one
st6galnac1.1,ST6GALNAC1,ortholog_one2many
sec24c,sec24c,ortholog_one2one
panx3,panx3,ortholog_one2one
entpd8,entpd8,ortholog_one2one
pfkfb4b,pfkfb4,ortholog_one2many
dennd4b,dennd4b,ortholog_one2one
nhsl1a,nhsl1,ortholog_one2many
dpp9,dpp9,ortholog_one2one
josd2,josd2,ortholog_one2one
apoa1a,apoa1,ortholog_one2many
mpx,epx,ortholog_one2many
mpx,mpo,ortholog_one2many
rab3ab,rab3a,ortholog_one2many
rxfp1,rxfp1,ortholog_one2one
ano5a,ano5,ortholog_one2many
man2b2,man2b2,ortholog_one2one
def8,def8,ortholog_one2one
ush1gb,ush1g,ortholog_one2many
si:ch211-121j5.4,kiaa1210,ortholog_one2many
lhx8b,lhx8,ortholog_one2many
lrrc57,lrrc57,ortholog_one2one
asphd2,asphd2,ortholog_one2one
nhsb,nhs,ortholog_one2many
fbxo5,fbxo5,ortholog_one2one
nsdhl,,ortholog_one2one
lsm8,lsm8,ortholog_one2one
angptl1a,angptl1,ortholog_one2many
mboat7,mboat7,ortholog_one2one
slc12a8,slc12a8,ortholog_one2one
rad1,rad1,ortholog_one2one
rorc,rorc,ortholog_many2many
rorc,nr1i3,ortholog_many2many
rorc,nr1h5,ortholog_many2many
stac3,stac3,ortholog_one2one
arglu1a,arglu1,ortholog_one2many
mcfd2,mcfd2,ortholog_one2one
arfgef3,ARFGEF3,ortholog_one2one
tnmd,tnmd,ortholog_one2one
ralgps2,ralgps2,ortholog_one2one
tmem131l,tmem131l,ortholog_one2one
si:dkeyp-104b3.21,,ortholog_many2many
si:dkeyp-104b3.21,pigr,ortholog_many2many
lgi2b,lgi2,ortholog_one2many
trim16,trim16,ortholog_one2many
adgrb1a,adgrb1,ortholog_one2many
ppp1r37,ppp1r37,ortholog_one2one
ankrd10a,ankrd10,ortholog_one2many
stard13b,stard13,ortholog_one2many
erbb4a,erbb4,ortholog_one2many
mfsd6a,mfsd6,ortholog_one2many
pde4bb,pde4b,ortholog_one2many
gna14a,gna14,ortholog_one2one
nphs2,nphs2,ortholog_one2one
tmem184bb,tmem184b,ortholog_one2many
amt,cacul1,ortholog_one2one
sv2ba,sv2b,ortholog_one2many
git2b,git2,ortholog_one2many
sp7,sp7,ortholog_one2one
ckap5,ckap5,ortholog_one2one
nudt19,nudt19,ortholog_one2one
zrsr2,zrsr2,ortholog_one2one
si:ch211-194p6.7,cgl.2,ortholog_many2many
si:ch211-194p6.7,itln2,ortholog_many2many
si:ch211-194p6.7,,ortholog_many2many
si:ch211-194p6.7,itln1al,ortholog_many2many
coro1a,coro1a,ortholog_one2one
iqsec1b,iqsec1,ortholog_one2many
itih2,itih2,ortholog_one2one
tfeb,neu3.3,ortholog_one2one
dnajc14,,ortholog_one2one
mtmr1a,mtmr1,ortholog_one2many
slc6a4a,slc6a4,ortholog_one2one
pdik1l,pdik1l,ortholog_one2one
tmed8,tmed8,ortholog_one2one
ccdc149b,ccdc149,ortholog_one2many
tent5ba,tent5b,ortholog_many2many
arhgef12b,arhgef12,ortholog_one2many
kif3cb,kif3c,ortholog_one2many
tagln,tagln,ortholog_one2many
cltcb,cltc,ortholog_one2many
zdhhc23a,zdhhc23,ortholog_one2many
egfra,egfr,ortholog_one2many
rbpms2a,rbpms2,ortholog_one2many
ppp1r9ala,ppp1r9al,ortholog_one2one
otc,otc,ortholog_one2one
daam2,daam2,ortholog_one2one
ext2,ext2,ortholog_one2one
si:ch211-209f22.3,rbbp6,ortholog_one2many
ttc19,ttc19,ortholog_one2one
vegfab,vegfa,ortholog_one2many
lgals9l4,lgals9b,ortholog_many2many
lgals9l4,lgals9c,ortholog_many2many
lgals9l4,lgals9,ortholog_many2many
lgals9l4,,ortholog_many2many
skila,skil,ortholog_one2many
pafah1b1a,pafah1b1,ortholog_one2many
ap1s2,ap1s2,ortholog_one2one
ankra2,ankra2,ortholog_one2one
znf326,znf326,ortholog_one2one
vip,vip,ortholog_one2many
tcta,tcta,ortholog_one2one
pcdh10a,pcdh10,ortholog_one2many
cemip2,cemip2,ortholog_one2one
ncs1a,ncs1,ortholog_one2one
eif3bb,eif3b,ortholog_one2many
vrk3,vrk3,ortholog_one2one
lgals9l1,lgals9b,ortholog_many2many
lgals9l1,lgals9c,ortholog_many2many
lgals9l1,lgals9,ortholog_many2many
lgals9l1,,ortholog_many2many
ttc3,ttc3,ortholog_one2one
espnla,,ortholog_one2many
si:dkey-81j8.6,,ortholog_one2one
plekhf2,plekhf2,ortholog_one2one
CU914631.1,ggt1,ortholog_one2many
safb,eif4g2,ortholog_one2one
noxred1,noxred1,ortholog_one2one
igsf8,XB5942349 [provisional:igsf8],ortholog_one2one
sdf4,sdf4,ortholog_one2one
nucb2b,nucb2,ortholog_one2many
chm,chm,ortholog_one2one
btbd3b,btbd3,ortholog_one2one
nccrp1,nccrp1,ortholog_one2one
meis3,meis3,ortholog_one2one
fbxl16,fbxl16,ortholog_one2one
si:dkey-111e8.1,rnf214,ortholog_one2many
col9a2,col9a2,ortholog_one2one
mier1b,mier1,ortholog_one2many
cd99l2,cd99l2,ortholog_one2one
e2f7,e2f7,ortholog_one2one
letm2,letm2,ortholog_one2one
ipo4,ipo4,ortholog_one2one
si:rp71-1c10.10,,ortholog_one2one
erich3,,ortholog_one2one
dennd1a,dennd1a,ortholog_one2one
si:ch211-154c21.1,adamts2,ortholog_one2many
oclna,ocln,ortholog_many2many
oclna,,ortholog_many2many
gsg1l,GSG1L,ortholog_one2one
paqr4a,paqr4,ortholog_one2many
mgaa,mga,ortholog_one2one
si:ch211-139a5.1,rnf214,ortholog_one2many
emilin2b,emilin2,ortholog_one2many
plxna4,plxna4,ortholog_one2one
ndufaf6,ndufaf6,ortholog_one2one
si:ch73-59p9.2,ggt1,ortholog_one2many
mmp2,mmp2,ortholog_one2one
phf20b,phf20,ortholog_one2many
si:dkey-98f17.3,,ortholog_one2many
herc2,herc2,ortholog_one2one
ptges3b,ptges3,ortholog_one2many
paqr5a,paqr5,ortholog_one2many
eif3c,eif3c,ortholog_one2one
cav2,cav2,ortholog_one2one
metap1d,metap1d,ortholog_one2one
tmem119b,tmem119,ortholog_one2one
abcg5,abcg5,ortholog_one2one
myl4,myl4,ortholog_one2many
myl4,myl3,ortholog_one2many
nhp2,nhp2,ortholog_one2one
gbp2,gbp1,ortholog_one2one
si:dkeyp-104b3.18,,ortholog_many2many
si:dkeyp-104b3.18,pigr,ortholog_many2many
ube4b,ube4b,ortholog_one2one
psme4b,psme4,ortholog_one2many
znf668,znf668,ortholog_one2one
kin,kin,ortholog_one2one
si:ch73-139e5.4,gucy2c,ortholog_one2many
rab3da,rab3d,ortholog_one2many
mroh1,mroh1,ortholog_one2one
atr,xrn1,ortholog_one2one
gga3b,gga3,ortholog_one2many
cd37,cd37,ortholog_one2one
lgals9l3,lgals9b,ortholog_many2many
lgals9l3,lgals9c,ortholog_many2many
lgals9l3,lgals9,ortholog_many2many
lgals9l3,,ortholog_many2many
tmem131,tmem131,ortholog_one2one
hmbsa,hmbs,ortholog_one2many
ldb1a,ldb1,ortholog_one2many
glyctk,glyctk,ortholog_one2one
u2af1,u2af1,ortholog_one2one
rbm12b,rbm12b.3,ortholog_many2many
rbm12b,rbm12b.1,ortholog_many2many
rbm12b,rbm12b.2,ortholog_many2many
pparaa,ppara,ortholog_many2many
pparaa,,ortholog_many2many
si:ch73-236c18.3,ggt1,ortholog_one2many
slc5a7a,slc5a7,ortholog_one2many
pdk4,pdk4,ortholog_one2one
st8sia5,st8sia5,ortholog_one2one
ntng2a,ntng2,ortholog_one2many
lrrc8db,lrrc8d,ortholog_one2one
hcn3,hcn3,ortholog_one2one
efnb2a,efnb2,ortholog_one2many
fgf16,fgf16,ortholog_one2one
tradv18.0,,ortholog_many2many
tdrkh,tdrd10,ortholog_many2many
si:dkeyp-75b4.10,,ortholog_one2one
lrrc8c,lrrc8c,ortholog_one2many
lrrc8c,,ortholog_one2many
lrrc8c,XB964897 [provisional:lrrc8c],ortholog_one2many
ggt1l2.1,ggt1,ortholog_one2many
lmbrd1,lmbrd1,ortholog_one2one
mrpl19,mrpl19,ortholog_one2one
itga3b,itga3,ortholog_one2many
ap3m2,ap3m2,ortholog_one2one
bmp2k,bmp2k,ortholog_one2one
sox2,sox2,ortholog_one2one
soat2,soat2,ortholog_one2one
ttc7a,ttc7a,ortholog_one2one
nsun2,nsun2,ortholog_one2one
guca1d,guca1c,ortholog_many2many
guca1d,hpcal4,ortholog_many2many
scml2,scml2,ortholog_one2one
rasal3,rasal3,ortholog_many2many
cldn11b,cldn11,ortholog_one2many
kbtbd2,kbtbd2,ortholog_one2one
si:ch1073-396h14.1,,ortholog_one2one
tmf1,tmf1,ortholog_one2one
slc17a6a,slc17a6,ortholog_one2many
ckba,ckb,ortholog_one2many
si:dkey-46g23.1,tnrc6b,ortholog_one2many
lsm4,lsm4,ortholog_one2one
socs1b,,ortholog_many2many
socs1b,socs5,ortholog_many2many
socs1b,socs4,ortholog_many2many
hoxb8b,hoxb8,ortholog_one2many
si:ch211-214k5.3,,ortholog_many2many
abi1a,abi1,ortholog_one2many
ccdc65,ccdc65,ortholog_one2one
pknox2,pknox2,ortholog_one2one
arhgef15,,ortholog_one2many
iqsec3a,iqsec3,ortholog_one2many
acot11a,acot11,ortholog_one2many
rom1b,rom1,ortholog_one2many
si:dkey-119m7.8,slc22a5,ortholog_many2many
si:dkey-119m7.8,slc22a4,ortholog_many2many
slc44a1b,slc44a1,ortholog_one2one
pcgf6,pcgf6,ortholog_one2one
wdr55,WDR55,ortholog_one2one
arsa,birc7,ortholog_one2many
arsa,arsa.2,ortholog_one2many
mtss1la,mtss2,ortholog_one2many
cpeb1b,cpeb1,ortholog_one2many
cachd1,cachd1,ortholog_one2one
adamts18,adamts18,ortholog_one2one
mitd1,mitd1,ortholog_one2one
camk1b,camk1,ortholog_one2many
rragcb,mycbp,ortholog_many2many
rragcb,,ortholog_many2many
luc7l,luc7l,ortholog_one2one
coro2a,coro2a,ortholog_one2many
zgc:112416,tmem65,ortholog_one2one
brd2a,brd2,ortholog_one2many
si:ch1073-174d20.2,afg3l1p,ortholog_one2one
nat10,nat10,ortholog_one2one
grpel2,grpel2,ortholog_one2one
dock3,dock3,ortholog_one2one
ntng2b,ntng2,ortholog_one2many
pcxa,pc.2,ortholog_one2many
ppp1r8a,ppp1r8,ortholog_one2many
,abcc12,ortholog_one2one
inaa,ina,ortholog_one2many
pdss1,pdss1,ortholog_one2one
sdc2,sdc2,ortholog_one2one
ggt5a,ggt5,ortholog_one2many
or128-10,,ortholog_many2many
or128-10,or5l1,ortholog_many2many
wdr36,wdr36,ortholog_one2one
polr1c,polr1c,ortholog_one2one
hspa12b,hspa12b,ortholog_one2one
lin52,lin52,ortholog_one2one
shank2a,shank2,ortholog_one2many
snrpd3l,snrpd3,ortholog_one2one
b9d1,b9d1,ortholog_one2one
klhl30,klhl30,ortholog_one2one
drgx,drgx,ortholog_one2one
znf1040,,ortholog_many2many
jam2a,vsir,ortholog_many2many
jam2a,MUC15,ortholog_many2many
jam2a,jam2,ortholog_many2many
dmrt3a,dmrt3,ortholog_one2one
dcun1d1,dcun1d1,ortholog_one2one
si:dkey-67c22.2,son,ortholog_one2many
SLC25A1,slc25a1,ortholog_one2many
tph2,tph2,ortholog_one2one
mcm5,mcm5,ortholog_one2one
tspan3b,tspan3,ortholog_one2many
cd74a,cd74,ortholog_one2many
abcc8,abcc8,ortholog_one2many
trmt61a,trmt61a,ortholog_one2one
pck2,pck2,ortholog_one2one
mdka,mdk,ortholog_one2many
farsa,farsa,ortholog_one2one
tmc4,tmc4,ortholog_one2one
wnt16,wnt16,ortholog_one2one
syt1a,syt1,ortholog_one2many
telo2,telo2,ortholog_one2one
QNG1,c9orf64,ortholog_one2one
opa1,opa1,ortholog_one2one
elmod2,elmod2,ortholog_one2one
rras,rras,ortholog_one2one
si:dkeyp-104b3.2,,ortholog_many2many
si:dkeyp-104b3.2,pigr,ortholog_many2many
metap1,metap1,ortholog_one2one
alms1,c10orf90,ortholog_one2many
alms1,cep295,ortholog_one2many
tp53inp1,tp53inp1,ortholog_one2one
si:dkeyp-104b3.1,,ortholog_many2many
si:dkeyp-104b3.1,pigr,ortholog_many2many
rock2a,rock2,ortholog_one2many
ptbp1b,ptbp1,ortholog_one2many
chmp4bb,chmp4b,ortholog_one2many
kctd12.2,kctd12,ortholog_one2many
rbms1a,rbms1,ortholog_one2one
srsf3a,,ortholog_many2many
srsf3a,srsf3,ortholog_many2many
si:ch73-62l21.1,camkk2,ortholog_one2one
prom2,,ortholog_one2one
artna,artn,ortholog_one2one
pld6,pld6,ortholog_one2one
gmfb,gmfb,ortholog_one2one
plekha1b,plekha1,ortholog_one2many
tradv22.0,,ortholog_many2many
renbp,renbp,ortholog_one2one
dmrt2a,dmrt2,ortholog_one2one
