Gene name,Chicken gene name,Chicken homology type
fermt3b,FERMT3,ortholog_one2many
pdcd11,PDCD11,ortholog_one2one
adh8b,ADH1C,ortholog_many2many
adh8b,ADH6,ortholog_many2many
csf1b,CSF1,ortholog_one2many
si:dkey-57k2.7,MUM1L1,ortholog_one2one
clasp2,CLASP2,ortholog_one2one
ggact.3,GGACT,ortholog_one2many
src,SRC,ortholog_one2one
pdp1,PDP1,ortholog_one2one
aifm1,AIFM1,ortholog_one2one
zgc:153292,ARL14EPL,ortholog_many2many
clp1,CLP1,ortholog_one2one
fndc3ba,FNDC3B,ortholog_one2many
zdhhc9,ZDHHC9,ortholog_one2one
ggact.2,GGACT,ortholog_one2many
cdkn3,CDKN3,ortholog_one2one
map2k4a,MAP2K4,ortholog_one2many
ip6k2b,IP6K2,ortholog_one2many
tmem121aa,TMEM121,ortholog_one2many
slain1a,SLAIN1,ortholog_one2many
ccnb3,CCNB3,ortholog_one2one
crata,CRAT,ortholog_one2many
FNIP2,FNIP2,ortholog_one2one
tmem125b,TMEM125,ortholog_one2one
socs4,SOCS4,ortholog_many2many
znf800a,ZNF800,ortholog_one2many
zgc:113142,,ortholog_one2one
hoxb1b,HOXB1,ortholog_one2one
psip1b,PSIP1,ortholog_one2many
ppef1,PPEF1,ortholog_one2one
zbtb48,ZBTB48,ortholog_one2one
kcnh5a,KCNH5,ortholog_one2many
vps51,VPS51,ortholog_one2one
ppp1r3ca,PPP1R3C,ortholog_one2many
smarcd3a,SMARCD3,ortholog_one2many
ogt.1,OGT,ortholog_one2many
alg12,ALG12,ortholog_one2one
hspa14,HSPA14,ortholog_one2one
mef2ca,MEF2C,ortholog_one2many
ift140,IFT140,ortholog_one2one
cemip,CEMIP,ortholog_one2one
hsd17b8,,ortholog_one2many
mat2aa,,ortholog_one2many
si:dkey-42p14.3,EFCAB10,ortholog_one2one
nol9,NOL9,ortholog_one2one
pla2g6,PLA2G6,ortholog_one2one
kita,KIT,ortholog_one2many
elk3,ELK3,ortholog_one2one
npc1,NPC1,ortholog_one2one
kcnq2a,KCNQ2,ortholog_one2many
rapsn,RAPSN,ortholog_one2one
usp21,USP21,ortholog_one2one
ndufaf4,NDUFAF4,ortholog_one2one
jph2,,ortholog_one2many
sfxn3,SFXN3,ortholog_one2one
rabep1,RABEP1,ortholog_one2one
si:ch211-208h16.4,FKBP15,ortholog_one2many
twf1b,TWF1,ortholog_one2many
rbm11,RBM11,ortholog_one2one
tango6,TANGO6,ortholog_one2one
tmem204,TMEM204,ortholog_one2one
map4k3b,MAP4K3,ortholog_one2many
ISCU,ISCU,ortholog_one2many
trim35-29,,ortholog_one2many
wnt7aa,WNT7A,ortholog_one2many
ssh1b,SSH1,ortholog_one2many
hmgxb4a,HMGXB4,ortholog_one2one
tmem243b,TMEM243,ortholog_one2many
pla2g4ab,PLA2G4A,ortholog_one2many
zfyve9a,ZFYVE9,ortholog_one2many
si:ch211-193k19.1,KIAA0319L,ortholog_one2one
muc5.2,OVOA,ortholog_one2many
trabd,TRABD,ortholog_one2one
mamdc2b,MAMDC4,ortholog_one2one
CR956623.1,ACBD5,ortholog_one2many
tafa5b,TAFA5,ortholog_one2many
ube3d,UBE3D,ortholog_one2one
tnksa,TNKS,ortholog_one2many
ppfia4,PPFIA4,ortholog_one2one
fxr1,FXR1,ortholog_one2one
ice2,ICE2,ortholog_one2one
fam83e,FAM83F,ortholog_many2many
cep68,CEP68,ortholog_one2one
abcb7,ABCB7,ortholog_one2one
syndig1l,SYNDIG1L,ortholog_one2one
ino80c,INO80C,ortholog_one2one
si:dkey-78p8.1,ETAA1,ortholog_one2many
si:dkeyp-104h9.5,KIAA2013,ortholog_one2one
cplx2,CPLX2,ortholog_one2one
dnal1,DNAL1,ortholog_one2many
si:ch211-276a23.5,LVRN,ortholog_many2many
asb1,ASB1,ortholog_one2one
si:ch211-163l21.11,,ortholog_one2many
arhgap20,ARHGAP20,ortholog_one2one
si:dkey-264d12.5,,ortholog_many2many
sulf2b,SULF2,ortholog_one2one
foxe3,,ortholog_one2many
foxe3,FOXE1,ortholog_one2many
cishb,CISH,ortholog_one2many
ncam1a,NCAM1,ortholog_one2many
gpr63,GPR63,ortholog_one2one
stam,STAM,ortholog_one2one
meig1,MEIG1,ortholog_one2one
si:ch211-160o17.4,HIPK1,ortholog_one2many
slc10a2,SLC10A2,ortholog_one2one
nt5c1ab,NT5C1A,ortholog_one2many
frmd5,FRMD5,ortholog_one2many
slf1,SLF1,ortholog_one2one
topaz1,TOPAZ1,ortholog_one2one
dre-let-7a-1,MIRLET7C,ortholog_one2one
zgc:195245,FAM107A,ortholog_one2many
grxcr1b,GRXCR1,ortholog_one2many
fam219ab,FAM219A,ortholog_one2many
FAM107A,FAM107A,ortholog_one2many
znf143a,ZNF143,ortholog_one2many
prss56,PRSS56,ortholog_one2many
slx4ip,SLX4IP,ortholog_one2one
acp2,ACP2,ortholog_one2one
znf598,ZNF598,ortholog_one2one
fxyd6,FXYD6,ortholog_one2one
osbpl3b,OSBPL3,ortholog_one2many
dclre1c,DCLRE1C,ortholog_one2one
ankrd34ba,ANKRD34B,ortholog_one2many
fdx1,,ortholog_many2many
c2cd2l,C2CD2L,ortholog_one2one
ccr6b,CCR6,ortholog_one2many
si:dkey-34f9.3,,ortholog_one2one
efna2b,EFNA2,ortholog_one2many
gtf2h3,GTF2H3,ortholog_one2one
bcr,BCR,ortholog_one2many
psmg1,PSMG1,ortholog_one2one
ehd2a,EHD2,ortholog_one2many
inavaa,C26H1orf106,ortholog_one2many
hcrt,HCRT,ortholog_one2one
kcnip3b,,ortholog_one2one
epm2a,EPM2A,ortholog_one2one
fgf20b,FGF20,ortholog_one2many
rab11al,,ortholog_one2one
phka1b,PHKA1,ortholog_one2many
twist2,TWIST2,ortholog_many2many
kcnh4a,KCNH4,ortholog_one2many
si:dkey-76d14.2,PRSS56,ortholog_one2many
prdm8b,PRDM8,ortholog_one2one
clstn3,CLSTN3,ortholog_one2one
igdcc3,IGDCC3,ortholog_one2one
MAN1C1,MAN1C1,ortholog_one2one
faf1,FAF1,ortholog_one2one
dync1i2a,DYNC1I2,ortholog_one2many
si:dkey-224e22.2,,ortholog_one2many
rcc1,RCC1,ortholog_one2one
mylipb,MYLIP,ortholog_one2many
slc38a4,SLC38A4,ortholog_one2one
si:ch211-147k10.5,PRR5L,ortholog_one2many
flii,FLII,ortholog_one2one
mkrn2os.2,MKRN2OS,ortholog_one2one
clip1a,CLIP1,ortholog_one2one
elovl5,ELOVL5,ortholog_one2one
pcbp4,PCBP4,ortholog_one2one
orai1a,ORAI1,ortholog_one2many
tsen2,TSEN2,ortholog_one2one
tmem198a,TMEM198,ortholog_one2many
edrf1,EDRF1,ortholog_one2one
kyat3,KYAT3,ortholog_one2many
ctsh,CTSH,ortholog_one2one
ogfod1,OGFOD1,ortholog_one2one
zgc:136971,,ortholog_one2one
aplnra,APLNR2,ortholog_one2many
smim14,SMIM14,ortholog_one2one
mkks,MKKS,ortholog_one2one
yif1b,YIF1B,ortholog_one2one
coa8,COA8,ortholog_one2one
ufl1,UFL1,ortholog_one2one
ubash3bb,UBASH3B,ortholog_one2many
cacna1ib,CACNA1I,ortholog_one2many
fam107b,FAM107B,ortholog_one2one
znf362a,ZNF362,ortholog_one2many
cdh11,CDH11,ortholog_one2one
myo15b,,ortholog_one2one
b3gnt2a,B3GNT2,ortholog_one2many
arr3b,ARR3,ortholog_one2many
clic3,CLIC3,ortholog_one2one
ror1,ROR1,ortholog_one2one
si:ch211-141e20.2,SMAGP,ortholog_many2many
commd1,COMMD1,ortholog_one2one
dgcr8,DGCR8,ortholog_one2one
si:dkey-22o22.2,,ortholog_one2one
aldh9a1a.1,ALDH9A1,ortholog_one2many
ranbp1,,ortholog_one2many
hccsa.1,HCCS,ortholog_one2many
slc25a48,SLC25A48,ortholog_one2one
sorcs2,SORCS2,ortholog_one2one
myo7bb,MYO7B,ortholog_one2many
plat,PLAT,ortholog_one2one
cetn3,CETN3,ortholog_one2one
pnpla7a,PNPLA7,ortholog_one2many
top3a,TOP3A,ortholog_one2one
si:dkey-93h22.8,PPRC1,ortholog_one2many
si:dkey-30j22.1,FBN1,ortholog_one2one
fcho2,,ortholog_one2many
fcho2,FCHO2,ortholog_one2many
cdk17,CDK17,ortholog_one2one
fbxl8,FBXL8,ortholog_one2one
memo1,MEMO1,ortholog_one2one
atp6v1c2,ATP6V1C2,ortholog_one2one
wnk4b,WNK4,ortholog_one2one
chd1,,ortholog_one2many
chd1,CHD1,ortholog_one2many
slc26a3.2,SLC26A3,ortholog_one2many
crybg1a,CRYBG1,ortholog_one2many
rasl11a,RASL11AL,ortholog_one2one
vps37a,VPS37A,ortholog_one2one
gnpnat1,GNPNAT1,ortholog_one2one
arhgap22,ARHGAP22,ortholog_one2many
sytl5,SYTL5,ortholog_one2one
ubr1,UBR1,ortholog_one2many
srd5a2b,SRD5A2,ortholog_one2many
fam210b,FAM210B,ortholog_one2one
vim,VIM,ortholog_one2many
hdac4,HDAC4,ortholog_one2one
plekho1b,PLEKHO1,ortholog_one2many
pla2g4f.1,,ortholog_many2many
ighmbp2,IGHMBP2,ortholog_one2one
azin1b,AZIN1,ortholog_one2many
tsen15,TSEN15,ortholog_one2one
tmem141,TMEM141,ortholog_one2one
tmem11,TMEM11,ortholog_one2one
obscnb,OBSCN,ortholog_one2one
bhlha15,BHLHA15,ortholog_one2one
si:ch211-196h16.12,RGS21,ortholog_one2one
nrxn3a,NRXN3,ortholog_one2one
ppp1r16b,PPP1R16B,ortholog_one2one
styx,STYX,ortholog_one2one
gmeb1,GMEB1,ortholog_one2one
trim62.2,TRIM62,ortholog_one2many
mpzl1l,MPZL1,ortholog_one2one
uhrf1,UHRF1,ortholog_one2one
vps54,VPS54,ortholog_one2one
slc8b1,SLC8B1,ortholog_one2one
lemd3,LEMD3,ortholog_one2one
trdmt1,TRDMT1,ortholog_one2one
arl6ip1,ARL6IP1,ortholog_one2one
cntnap5b,CNTNAP5,ortholog_one2many
nptx2b,NPTX2,ortholog_one2many
si:ch211-131k2.3,PTGES3L,ortholog_one2one
smcr8a,SMCR8,ortholog_one2one
ryk,RYK,ortholog_one2one
rbm39b,RBM23,ortholog_one2many
slc6a18,SLC6A18,ortholog_one2one
dnm1l,DNM1L,ortholog_one2one
mylpfb,MYLPF,ortholog_one2many
rtn4ip1,RTN4IP1,ortholog_one2one
hspe1,HSPE1,ortholog_one2one
cspg5a,CSPG5,ortholog_one2many
lrrc8aa,LRRC8A,ortholog_one2many
pdzd7a,PDZD7,ortholog_one2one
caskb,CASK,ortholog_one2many
pop1,POP1,ortholog_one2one
ak7a,AK7,ortholog_one2many
capn10,CAPN10,ortholog_one2one
eef1b2,EEF1B2,ortholog_one2one
txndc9,TXNDC9,ortholog_one2one
atp10a,ATP10A,ortholog_one2one
atp6v1e1a,ATP6V1E1,ortholog_one2many
si:ch211-195b13.6,XKR8,ortholog_one2many
sox5,SOX5,ortholog_one2one
vcpip1,VCPIP1,ortholog_one2one
lancl1,LANCL1,ortholog_one2one
shhb,SHH,ortholog_one2many
adora1a,ADORA1,ortholog_one2many
dll4,JAG2,ortholog_many2many
galnt1,GALNT1,ortholog_one2one
si:dkey-22f5.9,LEAP2,ortholog_one2one
atp6v1ab,ATP6V1A,ortholog_one2many
arg2,ARG2,ortholog_one2one
tnip2,TNIP2,ortholog_one2one
fth1b,FTH1,ortholog_one2many
GFOD1,GFOD1,ortholog_one2one
iqce,,ortholog_one2one
rc3h2,RC3H2,ortholog_one2one
acin1a,,ortholog_one2many
phf5a,PHF5A,ortholog_one2one
gabrz,,ortholog_one2many
hspd1,HSPD1,ortholog_one2one
dtd2,DTD2,ortholog_one2one
mrpl30,,ortholog_one2one
cab39l,CAB39L,ortholog_one2one
shmt1,SHMT1,ortholog_one2one
cry1a,CRY1,ortholog_one2many
zdhhc5b,ZDHHC5,ortholog_one2many
gad1b,GAD1,ortholog_one2many
pak2a,PAK2,ortholog_one2many
drp2,DRP2,ortholog_one2one
tefa,TEF,ortholog_one2many
mrpl14,MRPL14,ortholog_one2one
nubpl,NUBPL,ortholog_one2one
slc1a4,SLC1A4,ortholog_one2one
aspn,BGN,ortholog_one2one
pfdn2,PFDN2,ortholog_one2one
trim23,TRIM23,ortholog_one2one
crygs1,CRYGS,ortholog_one2many
nepro,NEPRO,ortholog_one2one
tbc1d10aa,TBC1D10A,ortholog_one2many
birc5b,,ortholog_one2one
sort1a,SORT1,ortholog_one2many
nme2a,,ortholog_many2many
irx3a,IRX3,ortholog_one2many
gria4b,GRIA4,ortholog_one2many
ppiaa,PPIA,ortholog_many2many
cdkn2c,CDKN2C,ortholog_one2one
pcnp,PCNP,ortholog_one2many
hspa4b,HSPA4,ortholog_one2many
nit1,,ortholog_one2many
dus4l,DUS4L,ortholog_one2one
desma,DES,ortholog_one2many
ptprjb.1,PTPRJ,ortholog_one2many
cax2,,ortholog_one2many
rap1gap,RAP1GAP,ortholog_one2many
myh7,MYH7,ortholog_one2many
xkr8.1,XKR8,ortholog_one2many
cdc5l,CDC5L,ortholog_one2one
pcdh12,PCDH12,ortholog_one2one
pa2g4a,PA2G4,ortholog_one2one
ddx11,DDX11,ortholog_one2one
cdadc1,CDADC1,ortholog_one2one
ogna,OGN,ortholog_one2many
ing5b,ING5,ortholog_one2many
bhlhe23,BHLHE23,ortholog_one2one
itga11a,ITGA11,ortholog_one2many
ppm1k,PPM1K,ortholog_one2many
b3galt6,B3GALT6,ortholog_one2one
il15l,IL15,ortholog_many2many
il15l,IL2,ortholog_many2many
cenpi,CENPI,ortholog_one2one
sertad2b,SERTAD2,ortholog_one2many
ggact.1,GGACT,ortholog_one2many
frk,FRK,ortholog_one2one
rnd1a,RND1,ortholog_one2many
cfap45,CFAP45,ortholog_one2one
lzts2a,LZTS2,ortholog_one2many
appa,APP,ortholog_one2many
zbed4,ZBED4,ortholog_one2one
col6a1,COL6A1,ortholog_one2one
poglut2,KDELC1,ortholog_one2one
cenpp,CENPP,ortholog_one2one
anxa1c,ANXA1,ortholog_one2many
xkr8.2,XKR8,ortholog_one2many
usp12b,USP46,ortholog_many2many
usp12b,USP12-like,ortholog_many2many
usp12b,USP12,ortholog_many2many
alkal2b,FAM150B,ortholog_one2many
sept8b,SEPTIN8,ortholog_one2many
clcn5a,CLCN5,ortholog_one2many
eif2b2,EIF2B2,ortholog_one2one
cast,CAST,ortholog_one2one
gdap1l1,GDAP1L1,ortholog_one2one
cacng3a,CACNG3,ortholog_one2many
pfdn6,PFDN6,ortholog_one2one
omd,OMD,ortholog_one2one
fgf5,FGF5,ortholog_one2one
tex30,TEX30,ortholog_one2one
lpxn,LPXN,ortholog_one2one
qrich1,QRICH1,ortholog_one2one
ccdc12,CCDC12,ortholog_one2one
akr1a1a,,ortholog_many2many
akr1a1a,AKR1B10,ortholog_many2many
slc5a12,SLC5A12,ortholog_one2one
col7a1,MBL2,ortholog_one2many
maats1,CFAP91,ortholog_one2one
ppp2r2cb,PPP2R2C,ortholog_one2many
opn1mw1,OPN1MSW,ortholog_one2many
nol8,NOL8,ortholog_one2one
rbb4l,RBBP7,ortholog_one2one
si:ch211-160o17.6,FAM107A,ortholog_one2many
best1,BEST1,ortholog_one2one
brd1a,BRD1,ortholog_one2many
slu7,SLU7,ortholog_one2one
traf1,TRAF1,ortholog_one2one
supt5h,SUPT5H,ortholog_one2one
capn1a,CAPN11,ortholog_one2many
cert1a,CERT1,ortholog_one2many
selenow1,SELENOW,ortholog_one2one
atxn1b,ATXN1,ortholog_one2many
ecd,ECD,ortholog_one2one
si:ch211-25d12.7,,ortholog_one2many
ulk1a,ULK1,ortholog_one2many
crtc1b,CRTC1,ortholog_one2many
ndrg3a,NDRG3,ortholog_one2many
vcp,VCP,ortholog_one2many
vcp,,ortholog_one2many
ankrd1a,ANKRD1,ortholog_one2many
ctcf,CTCF,ortholog_one2one
tmed10,TMED10,ortholog_one2one
zgc:194392,C1orf115,ortholog_one2many
tmem169b,TMEM169,ortholog_one2many
si:ch73-60h1.1,,ortholog_one2one
sos2,SOS2,ortholog_one2one
cbln1,CBLN1,ortholog_one2one
nipsnap3a,NIPSNAP3A,ortholog_one2one
trim35-39,,ortholog_one2many
dnajb9a,DNAJB9,ortholog_one2many
pak1ip1,PAK1IP1,ortholog_one2one
ssbp4,SSBP4,ortholog_one2many
kif20ba,KIF20B,ortholog_one2many
ret,RET,ortholog_one2one
comp,THBS4,ortholog_many2many
igdcc4,IGDCC4,ortholog_one2one
zgc:110224,,ortholog_one2one
krt222,KRT222,ortholog_one2one
adhfe1,ADHFE1,ortholog_one2one
gsdmeb,DFNA5,ortholog_one2many
dpagt1,DPAGT1,ortholog_one2one
tpbgb,TPBG,ortholog_one2one
fshr,FSHR,ortholog_one2one
slc1a7a,SLC1A7,ortholog_one2many
fibina,FIBIN,ortholog_one2many
psmd5,PSMD5,ortholog_one2one
rpusd4,RPUSD4,ortholog_one2one
pkd1l2b,PKD1L2,ortholog_many2many
pkd1l2b,PKDREJ,ortholog_many2many
pkd1l2b,PKD2L2,ortholog_many2many
npat,NPAT,ortholog_one2one
neurod4,NEUROD4,ortholog_one2one
mcoln3a,MCOLN3,ortholog_one2many
adh8a,ADH1C,ortholog_many2many
adh8a,ADH6,ortholog_many2many
si:ch211-14k19.8,,ortholog_one2one
tmem45a,TMEM45B,ortholog_one2one
irs2a,IRS2,ortholog_one2many
apba1b,APBA1,ortholog_one2many
fkbp6,FKBP6,ortholog_one2many
pdap1b,PDAP1,ortholog_one2one
psmd7,PSMD7,ortholog_one2one
hinfp,HINFP,ortholog_one2one
xkr8.3,XKR8,ortholog_one2many
fosl2l,FOSL2,ortholog_one2many
cecr2,CECR2,ortholog_one2one
fopnl,FOPNL,ortholog_one2one
akr1a1b,AKR1A1,ortholog_one2one
slc4a4a,SLC4A4,ortholog_one2many
bud31,BUD31,ortholog_one2one
myl1,MYL1,ortholog_one2many
lpar1,LPAR1,ortholog_one2one
htr2cl1,HTR2C,ortholog_one2many
phactr4b,PHACTR4,ortholog_one2many
rgcc,RGCC,ortholog_one2one
gad2,GAD2,ortholog_one2one
acot11b,ACOT11,ortholog_one2many
zgc:171446,OVST,ortholog_many2many
zgc:171446,,ortholog_many2many
mylz3,MYL1,ortholog_one2many
tmed3,TMED3,ortholog_one2one
zgc:109949,RBP,ortholog_one2one
twf2b,TWF2,ortholog_one2many
itih5,ITIH5,ortholog_one2one
rprml,RPRML,ortholog_one2one
zgc:162944,GATD3AL1,ortholog_one2one
nexmifb,KIAA2022,ortholog_one2many
vti1b,VTI1B,ortholog_one2one
pla2g4f.2,,ortholog_many2many
sart3,SART3,ortholog_one2one
ccdc130,YJU2B,ortholog_one2one
plekhh2,PLEKHH2,ortholog_one2one
zgc:77938,ADH1C,ortholog_many2many
zgc:77938,,ortholog_many2many
zgc:77938,ADH6,ortholog_many2many
bcap29,BCAP29,ortholog_one2one
sec22ba,SEC22B,ortholog_one2many
ist1,IST1,ortholog_one2one
cadm2a,CADM2,ortholog_one2many
lgalslb,LGALSL,ortholog_one2many
dguok,DGUOK,ortholog_one2one
ddx3xb,DDX3X,ortholog_one2many
ccdc30,,ortholog_many2many
zcchc8,ZCCHC8,ortholog_one2one
trim62.1,TRIM62,ortholog_one2many
tafa5a,TAFA5,ortholog_one2many
vtg2,VTG2,ortholog_many2many
vtg2,VTG3,ortholog_many2many
tgm2a,TGM2,ortholog_one2many
pax5,PAX5,ortholog_one2one
per2,PER2,ortholog_one2one
nucb2a,NUCB2,ortholog_one2many
gnpda1,GNPDA1,ortholog_one2one
ssbp3b,SSBP3,ortholog_one2many
unc13d,UNC13D,ortholog_one2one
ndufs6,NDUFS6,ortholog_one2one
inpp5ja,INPP5J,ortholog_one2many
tnni2b.2,TNNI2,ortholog_one2many
barx1,BARX1,ortholog_one2one
si:ch211-14i3.2,PRRT3,ortholog_one2one
heatr1,HEATR1,ortholog_one2one
ATG14,ATG14,ortholog_one2one
afmid,AFMID,ortholog_one2one
kcnk5b,KCNK5,ortholog_one2many
trmt2a,TRMT2A,ortholog_one2one
tnfrsf1b,TNFRSF25,ortholog_many2many
tnfrsf1b,TNFRSF11A,ortholog_many2many
tnfrsf1b,TNFRSF4,ortholog_many2many
tnfrsf1b,,ortholog_many2many
tnfrsf1b,TNFRSF18,ortholog_many2many
tnfrsf1b,TNFRSF8,ortholog_many2many
appbp2,APPBP2,ortholog_one2one
strip2,STRIP2,ortholog_one2one
klc1a,KLC1,ortholog_one2one
st3gal1l,ST3GAL1,ortholog_one2many
psma5,PSMA5,ortholog_one2one
slc1a3b,SLC1A3,ortholog_one2many
rgs7bpa,RGS7BP,ortholog_one2many
tfb1m,TFB1M,ortholog_one2one
pex2,PEX2,ortholog_one2one
flcn,FLCN,ortholog_one2one
fam8a1b,FAM8A1,ortholog_one2many
rab5c,RAB5C,ortholog_one2one
ghsra,GHSR,ortholog_one2many
slc35a3b,SLC35A3,ortholog_one2many
ube2g2,UBE2G2,ortholog_one2one
si:ch211-209n20.1,,ortholog_many2many
si:ch211-209n20.1,GBP,ortholog_many2many
ilvbl,ILVBL,ortholog_one2one
ccdc78,CCDC78,ortholog_one2one
tmem200a,TMEM200A,ortholog_one2one
glb1,GLB1,ortholog_one2one
ungb,UNG,ortholog_one2many
waplb,WAPL,ortholog_one2many
bmp3,BMP3,ortholog_one2one
grm8b,GRM8,ortholog_one2many
zc3h18,ZC3H18,ortholog_one2one
prpf38a,PRPF38A,ortholog_one2one
panx2,PANX2,ortholog_one2one
lig4,LIG4,ortholog_one2one
meis1b,MEIS1,ortholog_one2many
kcnn2,KCNN2,ortholog_one2one
g6pca.2,G6PC1,ortholog_one2many
si:dkey-48j7.3,TMEM81,ortholog_one2one
ibtk,IBTK,ortholog_one2one
phf2,PHF2,ortholog_one2one
snrpa,,ortholog_one2one
zgc:65894,TUBB4B,ortholog_one2many
si:ch211-117c9.2,SLC26A6,ortholog_one2many
zgc:55943,C8H1ORF21,ortholog_one2many
prex1,PREX1,ortholog_one2one
mpl,MPL,ortholog_many2many
mpl,,ortholog_many2many
KCNV1,KCNV1,ortholog_one2one
mrc1b,MMR1L3,ortholog_many2many
mrc1b,,ortholog_many2many
mrc1b,MRC1,ortholog_many2many
mrc1b,MMR1L4,ortholog_many2many
glra1,GLRA1,ortholog_one2one
g2e3,G2E3,ortholog_one2one
dcaf13,DCAF13,ortholog_one2one
fam122b,FAM122B,ortholog_one2many
fam122b,PABIR3,ortholog_one2many
xpnpep2,XPNPEP2,ortholog_one2one
wif1,WIF1,ortholog_one2one
glg1a,GLG1,ortholog_one2many
miip,MIIP,ortholog_one2one
ltc4s,LTC4SL,ortholog_one2one
ELAPOR1,KIAA1324,ortholog_one2one
snx8b,SNX8,ortholog_one2many
mfsd5,MFSD5,ortholog_one2one
insb,INS,ortholog_one2many
stxbp3,STXBP3,ortholog_one2one
n4bp1,N4BP1,ortholog_one2one
mical1,MICAL1,ortholog_one2one
sft2d2a,SFT2D2,ortholog_one2many
zmynd19,ZMYND19,ortholog_one2one
spry2,SPRY2,ortholog_one2one
gck,GCK,ortholog_one2one
xpo1a,XPO1,ortholog_one2many
mitfa,MITF,ortholog_one2many
acod1,ACOD1,ortholog_one2one
mybl2a,MYBL1,ortholog_one2many
si:ch211-194e15.5,KIAA1522,ortholog_one2one
dync1li1,DYNC1LI1,ortholog_one2one
nt5dc1,NT5DC1,ortholog_one2one
tie1,TIE1,ortholog_one2one
mogs,MOGS,ortholog_one2one
krt97,,ortholog_many2many
mettl2a,METTL2B,ortholog_one2one
wdr61,WDR61,ortholog_one2one
fam214b,ATOSB,ortholog_one2one
cspp1a,CSPP1,ortholog_one2many
casp9,CASP9,ortholog_one2one
fto,FTO,ortholog_one2one
topbp1,TOPBP1,ortholog_one2one
nup88,NUP88,ortholog_one2one
porb,POR,ortholog_one2many
thsd7ab,THSD7A,ortholog_one2many
si:cabz01090165.1,LRFN3,ortholog_one2one
tmprss13a,,ortholog_one2one
foxn2b,FOXN2,ortholog_one2many
sparcl1,SPARCL1,ortholog_one2one
hsp70.3,HSPA2,ortholog_one2many
ino80,INO80,ortholog_one2one
si:dkey-10f21.4,TLCD4,ortholog_one2many
echs1,ECHS1,ortholog_one2one
stxbp5a,STXBP5,ortholog_one2many
gpatch4,,ortholog_one2one
rab3il1,RAB3IL1,ortholog_one2one
jupb,JUP,ortholog_one2many
samd10b,SAMD10,ortholog_one2many
zfyve26,ZFYVE26,ortholog_one2one
p2rx2,P2RX2,ortholog_one2one
cap1,CAP1,ortholog_one2one
mrpl47,MRPL47,ortholog_one2one
si:ch211-175m2.5,,ortholog_one2one
psmb2,PSMB2,ortholog_one2one
timp4.3,TIMP4,ortholog_one2many
eps8l2,EPS8L2,ortholog_one2many
slc12a7b,SLC12A7,ortholog_one2many
rlim,RLIM,ortholog_one2one
sync,SYNC,ortholog_one2one
ndfip1,NDFIP1,ortholog_one2many
fgb,FGB,ortholog_one2one
gfi1b,GFI1B,ortholog_one2one
hmmr,HMMR,ortholog_one2one
gorasp2,GORASP2,ortholog_one2one
orc1,ORC1,ortholog_one2one
zfyve28,ZFYVE28,ortholog_one2one
timp4.2,TIMP4,ortholog_one2many
phyh,PHYH,ortholog_one2one
ube2kb,UBE2K,ortholog_one2many
faxca,FAXC,ortholog_one2many
gclc,GCLC,ortholog_one2one
syn2b,,ortholog_many2many
itprid1,ITPRID1,ortholog_one2one
s100b,S100B,ortholog_one2one
fosab,FOS,ortholog_one2one
ccnc,CCNC,ortholog_one2one
chac1,CHAC1,ortholog_one2one
si:dkey-219c3.2,,ortholog_one2one
brms1,BRMS1L,ortholog_many2many
mrpl36,MRPL36,ortholog_one2one
sacm1la,SACM1L,ortholog_one2many
slc26a3.1,SLC26A3,ortholog_one2many
nfkbiab,NFKBIA,ortholog_one2many
fbxl20,FBXL20,ortholog_one2one
eps15,EPS15,ortholog_one2one
neurod6a,NEUROD6,ortholog_one2many
pdgfra,PDGFRA,ortholog_one2one
rmi1,RMI1,ortholog_one2one
dse,DSE,ortholog_one2one
kcnmb2,KCNMB2,ortholog_one2many
stard4,STARD4,ortholog_one2one
c1qtnf2,C1QTNF2,ortholog_one2one
mlc1,MLC1,ortholog_one2one
vangl2,VANGL2,ortholog_one2one
fam241a,FAM241A,ortholog_one2one
thg1l,THG1L,ortholog_one2one
ago2,AGO2,ortholog_one2one
cpsf4,CPSF4,ortholog_one2one
rdh12,RDH11,ortholog_one2one
anxa2a,ANXA2,ortholog_one2many
poglut3,POGLUT3,ortholog_one2one
ptprjb.2,PTPRJ,ortholog_one2many
cant1b,CANT1,ortholog_one2many
EPB41L2,EPB41L2,ortholog_one2one
mesd,MESDC2,ortholog_one2one
trim55a,TRIM55,ortholog_one2many
tmem110l,,ortholog_one2many
myh10,MYH10,ortholog_one2one
smim19,SMIM19,ortholog_one2one
mtmr7b,MTMR7,ortholog_one2many
peli1a,PELI3,ortholog_one2many
lhx8a,LHX8,ortholog_one2many
pvalb7,PVALB,ortholog_one2many
zgc:92360,ADAP2,ortholog_one2many
znf706,ZNF706,ortholog_one2one
pcdh1a,PCDH1,ortholog_one2many
api5,API5,ortholog_one2one
ikbkb,IKBKB,ortholog_one2one
ppt1,PPT1,ortholog_one2one
ttc39a,TTC39A,ortholog_one2one
maml1,MAML1,ortholog_one2one
mmp13b,MMP10,ortholog_many2many
mmp13b,MMP27,ortholog_many2many
mmp13b,,ortholog_many2many
znf362b,ZNF362,ortholog_one2many
smarcc1a,SMARCC1,ortholog_one2many
crha,CRH,ortholog_one2many
blm,BLM,ortholog_one2one
gipr,,ortholog_one2one
akap10,AKAP10,ortholog_one2one
MAF1,MAF1,ortholog_one2one
